,a.1.2,a.1.3,a.3.1,a.3.2,a.3.3,a.3.4,a.3.6,b.1.1,b.1.2,b.1.3,b.1.4,b.1.5,b.1.7,b.3.1,b.3.2,b.3.3,b.3.4,b.6.1,c.2.10,c.2.2,c.2.3,c.2.4,c.2.7,c.2.8,c.2.9,c.3.1,c.3.2,c.4.1,c.4.2,c.4.3,c.4.4,c.5.1,d.1.1,d.1.2,d.4.1,d.5.1,d.5.2,d.5.3,d.5.4,e.1.1,e.1.2,f.2.1,f.4.1,f.6.1,f.6.2,g.1.1,g.1.2,g.2.1,g.2.2,g.2.3,g.3.2,g.4.1,g.4.2,g.4.3,g.4.4,g.4.5,h.2.1,h.2.2,h.2.3,h.2.4,i.1.1,i.1.3,i.1.4,i.2.3,i.2.5,i.3.1,i.3.2,i.3.3,i.3.4,i.3.5,i.3.6,j.1.1,j.2.1,j.2.2,j.2.3,j.3.3,j.3.4,j.4.1,j.5.1,j.5.4,j.5.5,j.6.1,j.6.2,j.6.3,j.6.4,j.7.1,j.7.2
d.4.1,0.958231876,0.958231876,0.958102878,0.957146942,0.956539288,0.956218603,0.95545471,1,0.995893206,0.983606557,0.949225149,0.99980006,1,0.892137411,1,1,1,0.984731928,0.980384647,0.980235744,0.980838224,0.980355932,0.980355932,0.981893496,0.980355932,0.971055758,0.980336281,0.977723902,0.977644325,0.97694775,0.977003876,0.974819368,0.981715745,0.996147699,1,0.976510349,0.978376462,0.978376462,0.978376462,0.815204083,0.854161482,0.899973059,0.909226386,0.878959118,0.882779615,0.995893206,0.962195114,0.919925868,0.923306603,0.934494759,0.936952287,1,1,1,0.921475587,0.981495458,0.672066252,0.889937911,0.846272985,0.901879757,1,0.980580676,1,0.861380806,1,1,1,0.985610761,1,0.993883735,0.877910484,0.92998111,0.973025545,0.860820567,0.89045212,1,1,1,0.962063933,0.944200181,0.95872092,0,1,0.895146736,0.924917301,1,1
d.5.1,0.972121877,0.972121877,0.979760107,0.976047731,0.975436743,0.976743173,0.974397954,1,0.995893206,0.983606557,0.984707131,0.99980006,1,0.986307871,1,1,1,0.984731928,0.98109582,0.98047984,0.981032223,0.9808521,0.9808521,0.981787187,0.9808521,0.984709034,0.98793553,0.981735709,0.983432381,0.979574153,0.980928477,0.979859372,0.991435707,0.967911197,0.976510349,1,0.997921281,0.997886128,0.997921281,0.869081672,0.893611414,0.976315091,0.978442587,0.946610315,0.972391532,0.995893206,0.979937089,0.921715868,0.91913742,0.932874508,0.944417913,1,1,1,0.991200827,0.981980506,0.668031641,0.905821627,0.834031013,0.907619108,1,0.980580676,1,0.775797524,1,1,1,0.996011014,1,0.993883735,0.977876106,0.971285862,0.996569618,0.957233914,0.985776435,1,1,1,0.95872092,0.940859154,0.95872092,1,1,0.966148953,0.966044614,1,1
d.5.2,0.969705577,0.969705577,0.976310374,0.972474197,0.97182099,0.973044279,0.970647995,1,0.995893206,0.983606557,0.970203745,0.99980006,1,0.962176212,1,1,1,0.984731928,0.981542431,0.98094158,0.98149704,0.981299889,0.981299889,0.982269207,0.981299889,0.983762241,0.98793553,0.980690259,0.982450893,0.978513671,0.979974759,0.980285732,0.987612148,0.969664507,0.978376462,0.997921281,1,1,1,0.815204083,0.854161482,0.945586959,0.950571109,0.914319198,0.936341746,0.995893206,0.975889411,0.917942469,0.914770651,0.929235388,0.938942859,1,1,1,0.960232242,0.981980506,0.660793323,0.892343854,0.828481109,0.898643075,1,0.980580676,1,0.745986197,1,1,1,0.996011014,1,0.993883735,0.957053179,0.971285862,0.977399427,0.943321408,0.952090724,1,1,1,0.95872092,0.940859154,0.95872092,1,1,0.938746363,0.920390023,1,1
d.5.3,0.969171836,0.969171836,0.975915319,0.972003951,0.971677769,0.972916466,0.97047593,1,0.995893206,0.983606557,0.970203745,0.99980006,1,0.962176212,1,1,1,0.984731928,0.981542431,0.98094158,0.98149704,0.981299889,0.981299889,0.982269207,0.981299889,0.984432045,0.98793553,0.980361729,0.982150301,0.978146547,0.979629198,0.986036484,0.98739164,0.969144406,0.978376462,0.997886128,1,1,1,0.815204083,0.854161482,0.945586959,0.950571109,0.914319198,0.936341746,0.995893206,0.975467975,0.916470713,0.913278948,0.927951299,0.937910398,1,1,1,0.960232242,0.981980506,0.666956295,0.892343854,0.836422004,0.898643075,1,0.980580676,1,0.745986197,1,1,1,0.996011014,1,0.993883735,0.957053179,0.971285862,0.977399427,0.943321408,0.952090724,1,1,1,0.95872092,0.940859154,0.95872092,1,1,0.938746363,0.920390023,1,1
d.5.4,0.969705577,0.969705577,0.976310374,0.972474197,0.97182099,0.973044279,0.970647995,1,0.995893206,0.983606557,0.970203745,0.99980006,1,0.962176212,1,1,1,0.984731928,0.981542431,0.98094158,0.98149704,0.981299889,0.981299889,0.982269207,0.981299889,0.983762241,0.98793553,0.980690259,0.982450893,0.978513671,0.979974759,0.980285732,0.987612148,0.969664507,0.978376462,0.997921281,1,1,1,0.815204083,0.854161482,0.945586959,0.950571109,0.914319198,0.936341746,0.995893206,0.975889411,0.917942469,0.914770651,0.929235388,0.938942859,1,1,1,0.960232242,0.981980506,0.660793323,0.892343854,0.828481109,0.898643075,1,0.980580676,1,0.745986197,1,1,1,0.996011014,1,0.993883735,0.957053179,0.971285862,0.977399427,0.943321408,0.952090724,1,1,1,0.95872092,0.940859154,0.95872092,1,1,0.938746363,0.920390023,1,1
e.1.1,0.9301097,0.9301097,0.883897744,0.883897744,0.883897744,0.883897744,0.883199806,1,1,1,0.95292578,1,1,1,1,0,0,1,0.875362417,0.875362417,0.871390862,0.875362417,0.875362417,0.875362417,0.875362417,0.888354263,0.880340843,0.892006431,0.892006431,0.892006431,0.888354263,0.875362417,0.883897744,0.815204083,0.815204083,0.869081672,0.815204083,0.815204083,0.815204083,1,0.987392896,0.9830948,0.9830948,0.9830948,0.9830948,1,0.873333765,0.871390862,0.854409201,0.871390862,0.934737304,0,0,0,1,1,0.714063727,0.993883735,0.934701908,0.993883735,1,1,1,1,0,0,1,1,0,0,1,0.980580676,0.994309154,0.994309154,0.995893206,0,0,0,0.979804059,0.979804059,0.979804059,0,1,0.995893206,1,0,0
e.1.2,0.943031889,0.943031889,0.90252172,0.90252172,0.90252172,0.90252172,0.892375765,1,1,1,0.994309154,1,1,0.979804059,1,0,0,1,0.890811904,0.890811904,0.898969632,0.890811904,0.890811904,0.890811904,0.890811904,0.911392658,0.895254611,0.903218347,0.903218347,0.903218347,0.911392658,0.890811904,0.90252172,0.854161482,0.854161482,0.893611414,0.854161482,0.854161482,0.854161482,0.987392896,1,0.9830948,0.9830948,0.9830948,0.9830948,1,0.900528295,0.903244605,0.873980439,0.903244605,0.948817361,0,1,0,1,1,0.625054111,0.993883735,0.950282491,0.993883735,1,1,1,1,0,0,1,1,0,0,1,0.980580676,0.987012987,0.987012987,0.995101135,0,0,0,0.979804059,0.979804059,0.979804059,0,1,0.995893206,1,0,0
f.2.1,0.914184749,0.914184749,0.941406712,0.941406712,0.941406712,0.935203265,0.941406712,0,0,0,0.994134847,0,0,0.976090601,0,0,0,0,0.870080515,0.870080515,0.870080515,0.870080515,0.870080515,0.870080515,0.870080515,0.92928267,0.919373524,0.900990271,0.900990271,0.916087161,0.903402455,0.916087161,0.983825804,0.883015302,0.899973059,0.976315091,0.945586959,0.945586959,0.945586959,0.9830948,0.9830948,1,1,1,1,0,0.967586125,0.935152289,0.990447038,0.984149756,0.920616501,0,0,0,0.968543403,0,0.739759288,0.948683298,0.930831947,0.948683298,1,1,1,0.83813325,0,0,1,1,0,0,0.99295847,1,0.958798113,0.931897712,0.972806349,0,0,0,1,1,1,0,1,0.994642135,0.98174696,0,0
f.4.1,0.91835482,0.91835482,0.946543247,0.946543247,0.946543247,0.941406712,0.946543247,0,0,0,1,0,0,0.976090601,0,0,0,0,0.882448255,0.882448255,0.882448255,0.882448255,0.882448255,0.882448255,0.882448255,0.935775441,0.929854777,0.910267373,0.910267373,0.923889295,0.912420017,0.923889295,0.985020034,0.893875227,0.909226386,0.978442587,0.950571109,0.950571109,0.950571109,0.9830948,0.9830948,1,1,1,1,0,0.973204141,0.987580628,0.977249892,0.987580628,0.935482795,0,0,0,0.968543403,0,0.73470805,0.948683298,0.950863902,0.948683298,1,1,1,0.83813325,0,0,1,1,0,0,0.984503451,1,0.958798113,0.931897712,0.972806349,0,0,0,1,1,1,0,1,0.994642135,0.98174696,0,0
f.6.1,0.909653446,0.909653446,0.939736069,0.939736069,0.939736069,0.933300509,0.939736069,0,0,0,1,0,0,0.976090601,0,0,0,0,0.861465644,0.861465644,0.861465644,0.861465644,0.861465644,0.861465644,0.861465644,0.921440482,0.908925758,0.892490173,0.892490173,0.907643781,0.895226699,0.907643781,0.968956045,0.861028068,0.878959118,0.946610315,0.914319198,0.914319198,0.914319198,0.9830948,0.9830948,1,1,1,1,0,0.943877874,0.978813127,0.966415029,0.978813127,0.926876442,0,0,0,0.968543403,0,0.763097989,0.948683298,0.944402406,0.948683298,1,1,1,0.83813325,0,0,1,1,0,0,0.984503451,1,0.958798113,0.931897712,0.972806349,0,0,0,1,1,1,0,1,0.994642135,0.98174696,0,0
f.6.2,0.899349562,0.899349562,0.932499594,0.932499594,0.932499594,0.923716999,0.932499594,0,0,0,1,0,0,0.976090601,0,0,0,0,0.846845381,0.846845381,0.846845381,0.846845381,0.846845381,0.846845381,0.846845381,0.91723098,0.897258932,0.883656218,0.883656218,0.90154611,0.88657507,0.90154611,0.981738533,0.862838785,0.882779615,0.972391532,0.936341746,0.936341746,0.936341746,0.9830948,0.9830948,1,1,1,1,0,0.966323176,0.984149756,0.990836312,0.984149756,0.916732754,0,0,0,0.968543403,0,0.749663313,0.948683298,0.9526992,0.948683298,1,1,1,0.83813325,0,0,1,1,0,0,0.99295847,1,0.958798113,0.931897712,0.972806349,0,0,0,1,1,1,0,1,0.994642135,0.98174696,0,0
g.1.1,0.983606557,0.983606557,0.995893206,0.995893206,0.995893206,0.995893206,1,1,1,1,1,1,1,0,1,1,0,1,0.995893206,0.995893206,0.983606557,0.995893206,0.995893206,0.995893206,0.995893206,0.983606557,0.995893206,0.995893206,0.995893206,0.995893206,0.983606557,0.995893206,0.995893206,0.995893206,0.995893206,0.995893206,0.995893206,0.995893206,0.995893206,1,1,0,0,0,0,1,0.995893206,0.916157335,1,0.916157335,0.983606557,0,0,0,0,0,0.76822128,1,0.983606557,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g.1.2,0.951003106,0.951003106,0.960300307,0.956955358,0.951676127,0.952235894,0.953801371,1,0.995893206,0.983606557,0.979524462,0.99980006,1,0.923305801,1,1,1,0.984731928,0.958856183,0.958091541,0.958681862,0.958247007,0.958247007,0.958507781,0.958247007,0.96492519,0.968541441,0.956053976,0.958543453,0.953706858,0.957397305,0.955661966,0.97652529,0.954089068,0.962195114,0.979937089,0.975889411,0.975467975,0.975889411,0.873333765,0.900528295,0.967586125,0.973204141,0.943877874,0.966323176,0.995893206,1,0.925027974,0.92491213,0.932365153,0.945138192,1,1,1,0.905632845,0.861640437,0.666930227,0.862316499,0.823918498,0.871519732,1,0.994309154,1,0.855092273,0,0,1,0.990147543,1,1,0.951240283,0.854704323,0.988320109,0.874872456,0.903118221,1,1,1,0.789753974,0.762492852,0.78001053,1,1,0.949544954,0.994134847,1,1
g.2.1,0.904285377,0.904285377,0.916771366,0.913653926,0.917257285,0.915817484,0.913712222,1,0.995893206,0.983606557,0.901531113,0.996240588,1,0.984304735,0.980580676,1,0,0.995773637,0.901430403,0.899624177,0.900996602,0.899860353,0.899860353,0.90130585,0.899860353,0.917359301,0.909740553,0.907967808,0.911818787,0.905163459,0.906474828,0.897125781,0.92271172,0.912548158,0.919925868,0.921715868,0.917942469,0.916470713,0.917942469,0.871390862,0.903244605,0.935152289,0.987580628,0.978813127,0.984149756,0.916157335,0.925027974,1,0.977248423,0.989638946,0.895035436,1,1,1,0.93310785,0.96896279,0.638076457,0.83813325,0.787442496,0.812295542,0.995893206,0.998868138,1,0.757954065,0,0,1,0.944911183,1,0.937425272,0.987958841,0.811107106,0.968577755,0.93925864,0.990999194,0,1,1,0.919348802,0.89612563,0.905909938,1,1,0.911894627,0.985513181,1,1
g.2.2,0.900747115,0.900747115,0.914767575,0.911287289,0.914650989,0.912906445,0.912511946,0,1,1,0.940766551,1,0,0.982874435,1,1,0,0.980580676,0.898487743,0.896916852,0.897019463,0.897019463,0.897019463,0.898822592,0.897019463,0.911735152,0.908695148,0.908366031,0.90823179,0.910945702,0.910877468,0.899066585,0.924104574,0.91925157,0.923306603,0.91913742,0.914770651,0.913278948,0.914770651,0.854409201,0.873980439,0.990447038,0.977249892,0.966415029,0.990836312,1,0.92491213,0.977248423,1,0.976007042,0.886902915,1,1,1,0.927722726,0.96896279,0.689816891,0.899777818,0.799253238,0.86438053,0.995893206,0.998868138,1,0.786328005,0,0,1,0.948122445,1,0.937425272,0.996248921,0.811107106,0.968577755,0.940136616,0.986058823,0,1,1,0.919348802,0.89612563,0.905909938,1,1,0.914597562,0.985513181,1,1
g.2.3,0.916019025,0.916019025,0.926799689,0.923452041,0.927333425,0.926165599,0.925014157,1,0.995893206,0.983606557,0.950801235,0.996240588,1,0.984304735,0.980580676,1,0,0.995773637,0.915419242,0.913985867,0.915344954,0.914363901,0.914363901,0.91553441,0.914363901,0.928904531,0.923974774,0.920405906,0.923978957,0.917620299,0.917272956,0.910263043,0.933518367,0.931743698,0.934494759,0.932874508,0.929235388,0.927951299,0.929235388,0.871390862,0.903244605,0.984149756,0.987580628,0.978813127,0.984149756,0.916157335,0.932365153,0.989638946,0.976007042,1,0.894447729,1,1,1,0.93310785,0.96896279,0.631962007,0.83813325,0.781499747,0.812295542,0.995893206,0.998868138,1,0.757954065,0,0,1,0.944911183,1,0.937425272,0.987958841,0.811107106,0.968577755,0.93925864,0.990999194,0,1,1,0.919348802,0.89612563,0.905909938,1,1,0.911894627,0.985513181,1,1
g.3.2,0.935499709,0.935499709,0.938073258,0.934622156,0.929868713,0.931419914,0.929746451,1,0.980580676,0.958798113,0.956022225,0.996240588,1,0.892095817,0.995893206,1,1,0.984731928,0.933682978,0.933021364,0.93372078,0.932661204,0.932661204,0.933956147,0.932661204,0.931605319,0.93616349,0.931411369,0.935704295,0.925598933,0.929537052,0.919198779,0.952488183,0.928245476,0.936952287,0.944417913,0.938942859,0.937910398,0.938942859,0.934737304,0.948817361,0.920616501,0.935482795,0.926876442,0.916732754,0.983606557,0.945138192,0.895035436,0.886902915,0.894447729,1,1,1,0,0.908745582,0.970494959,0.653785384,0.897222907,0.8617507,0.84841603,0.995893206,0.994309154,1,0.87312825,0,0,1,0.996557649,1,1,0.909851163,0.964578857,0.988037073,0.830783585,0.894402426,1,1,1,0.947656421,0.940859154,0.946585212,1,1,0.926137946,0.891543621,1,1
g.4.1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g.4.2,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
g.4.3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g.4.4,0.976062045,0.976062045,0.987518574,0.987518574,0.987518574,0.989498836,0.987518574,0,0,0,1,0,0,0.989156045,0,0,1,0,0.905447843,0.905447843,0.905447843,0.905447843,0.905447843,0.905447843,0.905447843,0.977542205,0.994354117,0.951141609,0.951141609,0.966699445,0.952037479,0.966699445,0.990440208,0.893204887,0.921475587,0.991200827,0.960232242,0.960232242,0.960232242,1,1,0.968543403,0.968543403,0.968543403,0.968543403,0,0.905632845,0.93310785,0.927722726,0.93310785,0.908745582,0,0,0,1,1,0.771091882,0.995893206,0.950881173,0.995893206,0,0,0,0.693302476,0,0,0,0,0,0,0.988767201,1,1,0.929051183,0.996720307,1,0,0,1,0,0,0,1,0.970809186,0.966976312,1,1
g.4.5,0.964578857,0.964578857,0.964578857,0.964578857,0.964578857,0.964578857,0.964578857,0,0,0,1,0,0,0,0,0,0,0,0.966091783,0.962250449,0.966091783,0.966091783,0.966091783,0.966091783,0.966091783,0.974679434,0.966091783,0.974679434,0.971285862,0.974679434,0.974679434,0.974679434,0.981495458,0.981495458,0.981495458,0.981980506,0.981980506,0.981980506,0.981980506,1,1,0,0,0,0,0,0.861640437,0.96896279,0.96896279,0.96896279,0.970494959,0,0,0,1,1,0.970725343,0.989949494,0.9701425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
h.2.1,0.647923914,0.647923914,0.653446839,0.650681947,0.652044905,0.650336521,0.65575636,0,0.707106781,0.76822128,0.706094298,0.624695048,0,0.579497358,0,1,1,0.762770072,0.682617893,0.680113474,0.675999884,0.678332754,0.678332754,0.682313138,0.678332754,0.670741926,0.676170362,0.672779909,0.669488254,0.673343455,0.674288885,0.669983251,0.654554237,0.66219818,0.672066252,0.668031641,0.660793323,0.666956295,0.660793323,0.714063727,0.625054111,0.739759288,0.73470805,0.763097989,0.749663313,0.76822128,0.666930227,0.638076457,0.689816891,0.631962007,0.653785384,1,0,0,0.771091882,0.970725343,1,0.977799867,0.732018891,0.876384137,1,0.832050294,1,0.860753367,0,0,1,0.816496581,0,0.624695048,0.809784223,0.903696114,0.563601862,0.621243733,0.694733474,1,0,1,0.955039181,0.93124278,0.738485494,0,1,0.785375,0.712051644,1,1
h.2.2,0.887443835,0.887443835,0.867173218,0.867173218,0.867173218,0.867173218,0.867173218,0,0,0,1,0,0,1,0,1,1,0,0.864794379,0.867656645,0.864794379,0.864794379,0.864794379,0.864794379,0.864794379,0.869839312,0.857439956,0.869839312,0.872979711,0.869839312,0.869839312,0.864794379,0.906082617,0.856685623,0.889937911,0.905821627,0.892343854,0.892343854,0.892343854,0.993883735,0.993883735,0.948683298,0.948683298,0.948683298,0.948683298,1,0.862316499,0.83813325,0.899777818,0.83813325,0.897222907,0,0,0,0.995893206,0.989949494,0.977799867,1,0.983783961,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0
h.2.3,0.816517168,0.816517168,0.828919406,0.829800143,0.835989252,0.831445143,0.828936235,1,0.980580676,0.958798113,0.920660686,0.996240588,1,0.938103711,0.948683298,1,1,0.971859062,0.855329659,0.854685386,0.855662169,0.852809626,0.852809626,0.857103601,0.852809626,0.84471917,0.853606084,0.838121696,0.833537682,0.840602047,0.843518401,0.838941929,0.828342489,0.793823543,0.846272985,0.834031013,0.828481109,0.836422004,0.828481109,0.934701908,0.950282491,0.930831947,0.950863902,0.944402406,0.9526992,0.983606557,0.823918498,0.787442496,0.799253238,0.781499747,0.8617507,1,1,0,0.950881173,0.9701425,0.732018891,0.983783961,1,0.87401195,1,0.95292578,1,0.800160048,0,0,1,0.946729262,1,0.957024404,0.954327016,0.981495458,0.975398414,0.872707147,0.92565671,1,1,1,0.975130412,0.973080287,0.976423096,0,1,0.957722309,0.971323728,1,1
h.2.4,0.89538136,0.89538136,0.869801645,0.869801645,0.869801645,0.869801645,0.869801645,0,0,0,1,0,0,1,0,1,1,0,0.859679448,0.859679448,0.859679448,0.859679448,0.859679448,0.859679448,0.859679448,0.862992388,0.851480784,0.862992388,0.862992388,0.862992388,0.862992388,0.859679448,0.909091098,0.870525166,0.901879757,0.907619108,0.898643075,0.898643075,0.898643075,0.993883735,0.993883735,0.948683298,0.948683298,0.948683298,0.948683298,1,0.871519732,0.812295542,0.86438053,0.812295542,0.84841603,0,0,0,0.995893206,1,0.876384137,1,0.87401195,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0
i.1.1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.980580676,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.995893206,0.995893206,0.995893206,0.995893206,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0.995893206,1,1,0,0,0,0,1,0,1,0,0.980580676,0,0,0
i.1.3,0.994309154,0.994309154,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0,0,0,0,0,0,0,0,0,0,0,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,0.980580676,1,1,1,1,1,1,0,0.994309154,0.998868138,0.998868138,0.998868138,0.994309154,0,0,0,0,0,0.832050294,0,0.95292578,0,1,1,1,0,0,0,1,0.980580676,1,1,0,1,0.994309154,1,1,0,1,0,0,0,1,0,0,1,0,0,0
i.1.4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
i.2.3,0.756205185,0.756205185,0.744161101,0.744161101,0.744161101,0.679162176,0.744161101,0,0,0,0.894427191,0,0,0.798998427,0,0,0,0,0.80247764,0.80247764,0.80247764,0.80247764,0.80247764,0.80247764,0.80247764,0.732343657,0.725240668,0.809310632,0.809310632,0.802538346,0.820427823,0.781418916,0.78999615,0.822612745,0.861380806,0.775797524,0.745986197,0.745986197,0.745986197,1,1,0.83813325,0.83813325,0.83813325,0.83813325,0,0.855092273,0.757954065,0.786328005,0.757954065,0.87312825,0,0,0,0.693302476,0,0.860753367,1,0.800160048,1,0,0,0,1,1,1,0,1,0,0,0.796154028,0,1,0.519411381,0.704469954,0,0,0,0,0,0,0,1,0.863474513,0.9351438,0,0
i.2.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i.3.1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i.3.2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
i.3.3,0.978645226,0.978645226,0.996011014,0.990504663,0.990504663,0.995859477,0.990504663,0,0,0,0,0,0,0,0,0,0,0,0.985427712,0.985427712,0.985427712,0.985427712,0.985427712,0.985427712,0.985427712,0.990147543,0.985427712,0.985427712,0.985427712,0.985427712,0.985427712,0.985427712,0.989745214,0.985610761,0.985610761,0.996011014,0.996011014,0.996011014,0.996011014,1,1,1,1,1,1,0,0.990147543,0.944911183,0.948122445,0.944911183,0.996557649,0,0,1,0,0,0.816496581,0,0.946729262,0,1,0.980580676,1,1,1,1,1,1,1,1,0,1,0.995893206,1,1,0,1,0,0,0,1,0,0,1,0,0,0
i.3.4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
i.3.5,1,1,0.993883735,0.993883735,0.993883735,0.993883735,0.993883735,0,0,0,0,0,0,0,0,0,0,0,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.99980006,0.993883735,0.993883735,0.993883735,0.993883735,0.993883735,0.993883735,0.993883735,0,0,0,0,0,0,0,1,0.937425272,0.937425272,0.937425272,1,0,0,0,0,0,0.624695048,0,0.957024404,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
i.3.6,0.915095509,0.915095509,0.939102697,0.939102697,0.939102697,0.929745598,0.939102697,0,0,0,0.995893206,0,0,0.995045586,0,0,0,0,0.846065962,0.846065962,0.846065962,0.846065962,0.846065962,0.846065962,0.846065962,0.921120863,0.88949918,0.902307759,0.902307759,0.919323749,0.904959055,0.909094818,0.976324904,0.859913017,0.877910484,0.977876106,0.957053179,0.957053179,0.957053179,1,1,0.99295847,0.984503451,0.984503451,0.99295847,0,0.951240283,0.987958841,0.996248921,0.987958841,0.909851163,0,0,0,0.988767201,0,0.809784223,1,0.954327016,1,1,0,0,0.796154028,0,0,0,0,0,0,1,0,0.99980006,0.938737681,0.982546971,0,0,0,1,1,0,1,1,0.98287319,0.985513181,1,1
j.1.1,0.971285862,0.971285862,0.971285862,0.971285862,0.971285862,0.971285862,0.971285862,0,0,0,1,0,0,0,0,0,1,0,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970725343,0.970494959,0.92998111,0.92998111,0.971285862,0.971285862,0.971285862,0.971285862,0.980580676,0.980580676,1,1,1,1,0,0.854704323,0.811107106,0.811107106,0.811107106,0.964578857,0,0,0,1,1,0.903696114,1,0.981495458,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0
j.2.1,0.995045586,0.995045586,0.990147543,0.990147543,0.990147543,0.990147543,0.990147543,0,0,0,1,0,0,0.99980006,0,0,0,0,0.988623065,0.988623065,0.988623065,0.988623065,0.988623065,0.988623065,0.988623065,0.995880192,0.99611649,0.996154022,0.996154022,0.996154022,0.996154022,0.988623065,0.982123683,0.973025545,0.973025545,0.996569618,0.977399427,0.977399427,0.977399427,0.994309154,0.987012987,0.958798113,0.958798113,0.958798113,0.958798113,0,0.988320109,0.968577755,0.968577755,0.968577755,0.988037073,0,1,0,1,0,0.563601862,1,0.975398414,1,0.995893206,0.994309154,1,1,0,0,1,0.995893206,1,1,0.99980006,1,1,1,0.983530191,0,1,0,0,1,1,1,1,0.971859062,1,0,0
